City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
425,vao,NC,-22.6667,167.4833,72.68,77,100,23.87
426,nur,PL,52.6683,22.3221,54.77,89,80,6.96
427,tandil,AR,-37.3217,-59.1332,64.69,29,57,12.21
428,pierre,US,44.3683,-100.351,63.52,67,0,24.0
429,paso de los toros,UY,-32.8167,-56.5167,71.38,45,0,6.98
430,khabary,RU,53.6259,79.5345,32.74,88,97,13.91
431,cristalina,BR,-16.7686,-47.6136,78.89,46,100,6.42
432,guerrero negro,MX,27.9769,-114.0611,73.15,52,97,11.48
433,keetmanshoop,NA,-26.5833,18.1333,82.35,28,85,6.35
434,ponta delgada,PT,37.7333,-25.6667,66.92,72,40,10.36
435,kaeo,NZ,-35.1,173.7833,45.32,94,1,3.49
436,vanavara,RU,60.34,102.2797,42.22,77,68,20.87
437,semey,KZ,50.4111,80.2275,35.55,60,19,7.7
438,corinto,GR,37.9407,22.9573,66.88,67,1,2.37
439,port-gentil,GA,-0.7193,8.7815,79.16,82,95,9.75
440,richards bay,ZA,-28.783,32.0377,70.79,90,53,4.34
441,marsh harbour,BS,26.5412,-77.0636,78.55,64,8,11.14
442,huarmey,PE,-10.0681,-78.1522,68.36,69,91,11.45
443,port moresby,PG,-9.4431,147.1797,75.15,85,68,3.65
444,balaghat,IN,21.8,80.1833,63.95,71,0,6.62
445,luderitz,NA,-26.6481,15.1594,63.18,78,79,17.85
446,male,MV,4.1748,73.5089,82.35,83,75,12.66
447,pacific grove,US,36.6177,-121.9166,62.38,73,0,5.99
448,eufaula,US,31.8913,-85.1455,74.32,34,0,0.0
449,hurricane,US,37.1753,-113.2899,52.02,28,15,11.63
450,ovsyanka,RU,55.9575,92.5519,33.22,80,96,15.43
451,davila,PH,18.4726,120.5763,80.22,86,69,14.05
452,ondjiva,AO,-17.0667,15.7333,80.17,39,49,4.29
453,belmonte,BR,-15.8631,-38.8828,80.62,70,38,11.12
454,bouna,CI,9.2667,-3.0,81.99,60,70,2.62
455,dingle,PH,10.9995,122.6711,76.19,92,79,5.41
456,pemberton,CA,50.3164,-122.8027,52.21,44,25,2.62
457,grand-lahou,CI,5.1367,-5.0242,78.57,84,79,7.56
458,koumac,NC,-20.5667,164.2833,72.27,92,100,6.44
459,niigata,JP,37.9022,139.0236,52.92,73,100,7.07
460,penzance,GB,50.1186,-5.5371,59.77,90,97,2.55
461,palana,RU,59.1167,159.9667,20.73,84,89,7.94
462,haines junction,CA,60.7522,-137.5108,31.95,69,100,10.36
463,nome,US,64.5011,-165.4064,39.27,93,100,17.27
464,molteno,ZA,-31.3968,26.3625,60.12,79,96,4.56
465,el carrizo,MX,24.0261,-106.8814,87.26,57,97,3.69
466,esperance,AU,-33.8667,121.9,56.39,67,80,16.11
467,yoichi,JP,43.2039,140.7703,44.92,81,47,7.92
468,alexandria,EG,31.2156,29.9553,73.0,64,8,14.05
469,yerofey pavlovich,RU,53.9667,121.9667,24.8,77,78,0.92
470,shahreza,IR,32.0339,51.8794,61.93,19,2,4.29
471,angoche,MZ,-16.2325,39.9086,77.29,79,0,15.84
472,morondava,MG,-20.2833,44.2833,78.87,73,2,12.21
473,boralday,KZ,43.3578,76.8594,47.17,86,100,6.31
474,hit,IQ,33.6416,42.8251,78.24,35,0,11.54
475,yelan,RU,50.949,43.7378,43.61,73,94,10.6
476,gladstone,AU,-23.85,151.25,69.73,94,100,4.61
477,shenjiamen,CN,29.9576,122.298,64.02,60,1,20.07
478,coahuayana,MX,18.7333,-103.6833,85.53,64,100,1.43
479,tiznit,MA,29.5833,-9.5,80.73,11,95,12.15
480,rocha,UY,-34.4833,-54.3333,63.68,71,94,11.45
481,maua,BR,-23.6678,-46.4614,79.45,71,42,11.18
482,aykhal,RU,66.0,111.5,27.54,97,100,8.97
483,moerai,PF,-22.4333,-151.3333,73.81,83,99,10.04
484,san matias,BO,-16.3667,-58.4,83.16,72,94,2.89
485,dombas,NO,62.0696,9.1235,33.96,89,80,3.2
486,fortuna,US,40.5982,-124.1573,54.93,81,20,8.05
487,aksay,RU,47.26,39.87,57.25,47,100,8.01
488,san rafael,AR,-34.6177,-68.3301,79.3,23,2,14.25
489,kupang,ID,-10.1667,123.5833,79.77,81,74,3.4
490,kraslava,LV,55.8951,27.168,47.57,92,99,6.78
491,pestretsy,RU,55.7531,49.6545,39.34,73,100,13.13
492,mala vyska,UA,48.6431,31.6366,51.06,84,100,13.96
493,bowen,AU,-20.0167,148.2333,77.85,80,21,10.33
494,damietta,EG,31.4165,31.8133,74.12,63,8,12.71
495,dosso,NE,13.049,3.1937,88.27,20,13,6.8
496,linxia,CN,35.6003,103.2064,52.83,68,100,1.32
497,itaituba,BR,-4.2761,-55.9836,93.36,59,40,8.05
498,glens falls,US,43.3095,-73.644,66.69,59,0,1.01
499,contamana,PE,-7.3333,-75.0167,79.9,90,100,1.41
500,lakeside,US,30.13,-81.7682,81.99,57,20,5.75
501,yamada,JP,39.4667,141.95,47.14,75,98,7.63
502,samarai,PG,-10.6167,150.6667,79.77,79,31,6.8
503,tahta,EG,26.7693,31.5021,74.17,30,0,8.32
504,buchanan,LR,5.8808,-10.0467,78.82,84,98,5.75
505,yar-sale,RU,66.8333,70.8333,29.5,75,98,9.31
506,liuzhou,CN,24.3126,109.3892,73.94,30,4,8.63
507,pitimbu,BR,-7.4706,-34.8086,86.59,70,66,9.84
508,sao filipe,CV,14.8961,-24.4956,80.51,68,1,12.97
509,kirkuk,IQ,35.4681,44.3922,75.61,32,4,8.43
510,avera,US,33.194,-82.5271,76.55,42,13,5.46
511,sistranda,NO,63.7256,8.834,35.56,71,53,17.87
512,ban phai,TH,16.06,102.731,79.02,71,6,5.53
513,aksarka,RU,66.5606,67.7975,28.51,94,100,10.2
514,salvador,SV,13.8333,-88.9167,83.05,63,11,1.41
515,benguela,AO,-12.5763,13.4055,77.27,78,27,5.41
516,kasane,BW,-17.8167,25.15,87.89,20,0,1.14
517,maracacume,BR,-2.0428,-45.9592,87.42,56,99,5.91
518,weihai,CN,37.5017,122.1136,55.29,47,0,14.03
519,luena,AO,-11.7833,19.9167,71.83,57,65,4.45
520,ryotsu,JP,38.0833,138.4333,53.69,67,98,8.48
521,zaltan,LY,32.947,11.8665,75.06,51,0,10.42
522,pong,TH,19.1493,100.2752,71.42,96,52,1.74
523,armidale,AU,-30.5167,151.65,53.73,98,100,1.95
524,mitchell,US,43.7094,-98.0298,73.11,53,0,27.63
525,cururupu,BR,-1.8283,-44.8683,85.53,60,94,7.87
526,nhulunbuy,AU,-12.2333,136.7667,82.6,78,35,12.48
527,kahului,US,20.8947,-156.47,79.84,73,20,9.22
528,necochea,AR,-38.5473,-58.7368,68.5,35,57,12.82
529,kenai,US,60.5544,-151.2583,36.14,100,0,0.0
530,oistins,BB,13.0667,-59.5333,87.89,70,40,12.66
531,xining,CN,36.6167,101.7667,47.73,64,100,2.06
532,vila franca do campo,PT,37.7167,-25.4333,66.61,76,100,14.16
533,vila velha,BR,-20.3297,-40.2925,75.15,91,100,2.3
534,mapiripan,CO,2.8892,-72.1256,85.77,74,91,5.53
535,deputatskiy,RU,69.3,139.9,-2.52,96,96,4.81
536,nakhon sawan,TH,15.7,100.0833,75.18,82,5,0.72
537,bodmin,GB,50.4715,-4.7243,55.36,88,20,10.36
538,jieshi,CN,22.8134,115.8257,72.59,78,99,20.0
539,tamandare,BR,-8.7597,-35.1047,81.5,69,93,10.42
540,palmer,US,42.1584,-72.3287,60.57,66,100,5.75
541,potosi,BO,-19.5836,-65.7531,58.82,25,26,14.38
542,naze,JP,28.3667,129.4833,68.92,67,1,19.24
543,zhangye,CN,38.9342,100.4517,48.18,34,38,2.51
544,orange,US,33.7,-117.7675,69.39,62,20,5.75
545,roebourne,AU,-20.7833,117.1333,73.0,56,0,16.82
546,zarubino,RU,42.63,131.0922,40.3,76,56,10.54
547,ulaanbaatar,MN,47.9077,106.8832,37.99,43,4,6.15
548,borogontsy,RU,62.6683,131.1683,12.4,96,99,6.69
549,san rafael del sur,NI,11.8485,-86.4384,86.97,62,8,9.62
550,geraldton,AU,-28.7667,114.6,63.25,76,69,17.13
551,carutapera,BR,-1.195,-46.02,86.41,60,69,12.19
552,bhadrak,IN,21.0633,86.5054,72.99,92,100,8.68
553,acarau,BR,-2.8856,-40.12,84.74,64,80,17.92
554,rumoi,JP,43.9344,141.6428,41.67,93,100,9.48
555,la palma,US,33.8464,-118.0467,70.61,66,20,5.75
556,camocim,BR,-2.9022,-40.8411,84.72,66,75,17.31
557,conceicao da barra,BR,-18.5933,-39.7322,81.23,67,85,9.33
558,kingston,JM,17.997,-76.7936,89.24,66,20,5.75
559,laguna,US,38.421,-121.4238,62.73,42,0,16.11
560,umba,RU,66.6871,34.3429,36.5,84,88,15.9
561,kununurra,AU,-15.7667,128.7333,92.48,34,40,6.58
562,kattivakkam,IN,13.2167,80.3167,82.49,61,41,12.3
563,svendborg,DK,55.0598,10.6068,53.85,90,88,13.53
564,arica,CL,-18.475,-70.3042,72.95,59,0,12.66
565,killybegs,IE,54.6333,-8.45,58.71,91,92,7.63
566,san buenaventura,MX,27.0833,-101.5333,83.48,39,0,0.0
567,saint-augustin,CA,51.226,-58.6502,57.81,46,44,16.8
568,bereznik,RU,62.8551,42.7072,36.27,87,76,8.1
569,le port,RE,-20.9373,55.2919,73.4,68,57,3.62
570,lodeynoye pole,RU,60.726,33.5531,41.16,85,100,7.36
571,krasnyy oktyabr,RU,56.1167,38.8833,40.82,95,100,5.28
572,xuddur,SO,4.1213,43.8894,80.31,56,88,4.36
573,sinop,TR,41.7711,34.8709,53.71,42,80,7.05
574,prachuap khiri khan,TH,12.2167,99.75,71.51,94,59,2.91
575,vardo,NO,70.3705,31.1107,39.18,70,75,24.16
576,farah,AF,32.5,62.5,66.72,31,0,3.33
577,comodoro rivadavia,AR,-45.8667,-67.5,71.46,14,0,24.16
578,bereda,ES,43.2686,-7.5406,60.42,86,97,10.29
579,zlobin,HR,45.2924,14.6541,58.3,91,75,3.44
580,idah,NG,7.1065,6.7342,79.97,74,100,3.36
581,pangnirtung,CA,66.1451,-65.7125,28.4,93,75,0.0
582,gorin,RU,51.1983,136.6669,28.99,63,88,1.05
583,fuxin,CN,42.0156,121.6589,42.01,42,4,2.42
584,ganassi,PH,7.8269,124.1034,68.45,94,100,1.79
585,merauke,ID,-8.4667,140.3333,79.41,81,63,1.86
586,kungurtug,RU,50.5994,97.5228,39.36,49,65,2.15
587,isla vista,US,34.4133,-119.861,71.02,52,0,1.99
588,kamaishi,JP,39.2667,141.8833,49.44,74,100,6.73
589,lixourion,GR,38.2019,20.4314,68.0,88,20,9.22
590,callaway,US,30.153,-85.5699,79.99,37,0,5.01
591,college,US,64.8569,-147.8028,30.2,94,100,0.0
592,skegness,GB,53.1436,0.3363,61.34,93,92,13.2
593,kirundo,BI,-2.5833,30.1667,67.5,58,92,2.04
594,shipunovo,RU,52.1582,82.2173,34.81,70,95,13.35
595,yumen,CN,40.2833,97.2,47.68,27,0,6.62
596,akhtanizovskaya,RU,45.32,37.1,61.27,74,100,24.18
597,christchurch,NZ,-43.5333,172.6333,55.6,52,69,10.36
598,lewiston,US,44.1003,-70.2148,65.91,63,0,0.0
599,mangrul pir,IN,20.3167,77.35,67.03,67,0,3.31
600,fukue,JP,32.6881,128.8419,66.07,65,58,19.26
601,sulur,IN,11.0333,77.1333,77.41,88,40,6.91
602,aras,ES,42.5617,-2.356,72.01,23,20,12.66
603,quilpue,CL,-33.045,-71.4494,59.13,67,40,9.22
604,jiazi,CN,22.8779,116.067,71.67,81,96,19.77
605,mbandaka,CD,0.0487,18.2603,78.55,76,96,1.52
606,qaqortoq,GL,60.7167,-46.0333,35.42,98,100,8.28
607,saint paul,US,44.9444,-93.0933,74.62,58,0,18.41
608,yablonovo,RU,50.8523,37.3574,45.75,95,100,10.22
609,khandyga,RU,62.6667,135.6,2.14,98,96,2.77
610,constitucion,CL,-35.3333,-72.4167,57.54,60,71,8.59
611,dolores,AR,-36.3132,-57.6792,67.89,41,29,13.69
612,rosarito,MX,32.3333,-117.0333,64.92,59,11,8.68
613,ixtapa,MX,20.7,-105.2,86.23,83,100,6.91
614,ucluelet,CA,48.9329,-125.5528,50.09,80,72,1.01
615,saryagash,KZ,41.4511,69.1701,51.76,75,100,3.96
616,calamar,CO,10.2511,-74.9146,86.04,69,94,4.32
617,kingman,US,35.1894,-114.053,59.18,35,0,11.5
618,kloulklubed,PW,7.0419,134.2556,84.27,73,100,13.06
619,troitskoye,RU,52.9821,84.6757,34.3,92,99,15.43
620,solnechnyy,RU,50.7214,136.6319,29.98,56,78,2.33
621,coos bay,US,43.3665,-124.2179,50.23,100,75,9.22
622,ukiah,US,39.1502,-123.2078,58.44,52,0,6.91
623,taltal,CL,-25.4,-70.4833,65.97,63,12,9.17
624,raudeberg,NO,61.9875,5.1352,46.87,13,100,3.2
625,kaniama,CD,-7.5667,24.1833,76.73,52,89,2.64
626,saint-pierre,RE,-21.3393,55.4781,73.08,73,0,4.61
627,wewak,PG,-3.5534,143.6268,78.06,84,99,1.99
628,bonnyville,CA,54.2668,-110.735,31.32,58,100,4.9
629,axim,GH,4.8699,-2.2405,78.85,84,61,6.8
630,poum,NC,-20.2333,164.0167,74.71,88,100,29.53
631,jalingo,NG,8.8833,11.3667,81.12,69,77,3.83
632,kayerkan,RU,69.3497,87.7602,24.53,100,99,6.26
633,cardston,CA,49.2,-113.3019,32.29,100,100,17.27
634,wamba,NG,8.9333,8.6,77.86,64,17,1.45
635,chimore,BO,-16.9833,-65.1333,95.0,28,91,4.29
636,caceres,ES,39.522,-6.3748,63.07,56,90,6.53
637,erenhot,CN,43.6475,111.9767,44.01,27,1,7.76
638,hofn,IS,64.2539,-15.2082,41.13,78,100,6.46
639,sortland,NO,68.6949,15.4162,33.1,68,99,8.39
640,sioux lookout,CA,50.1001,-91.917,55.47,67,20,9.22
641,oussouye,SN,12.485,-16.5469,89.78,75,37,6.31
642,chlorakas,CY,34.8042,32.4083,67.08,60,20,5.75
643,bauchi,NG,10.5,10.0,81.1,38,18,3.18
644,vagur,FO,61.4732,-6.8119,47.79,88,100,26.04
645,oudtshoorn,ZA,-33.5907,22.2014,61.16,81,97,7.11
646,jeremie,HT,18.65,-74.1167,84.67,66,100,3.83
647,bandundu,CD,-3.3167,17.3667,81.18,67,99,2.51
648,sao cristovao,BR,-11.0147,-37.2064,84.11,70,40,10.36
649,waynesville,US,35.4887,-82.9887,70.84,30,1,1.01
650,lagunas,PE,-5.2269,-75.6753,83.91,77,100,2.89
651,amasya,TR,40.6667,35.8333,56.88,28,93,3.31
652,bac lieu,VN,9.285,105.7244,78.15,82,99,2.28
653,salamiyah,SY,35.0113,37.0532,69.73,54,13,7.72
654,shadegan,IR,30.6497,48.6647,82.35,41,1,6.42
655,byron bay,AU,-28.65,153.6167,65.95,95,100,15.88
656,hammerfest,NO,70.6634,23.6821,37.85,93,75,10.36
657,bud,US,39.447,-86.1758,77.2,52,30,16.17
658,deming,US,32.2687,-107.7586,67.89,45,0,21.85
659,altay,CN,47.8667,88.1167,43.84,78,100,6.51
660,cortez,US,37.3489,-108.5859,40.03,87,100,13.8
661,robertson,US,36.5167,-86.8667,77.36,41,0,8.05
662,noshiro,JP,40.2039,140.0242,49.21,54,76,11.97
663,fenyeslitke,HU,48.2713,22.1001,54.57,82,65,6.96
664,portland,US,45.5234,-122.6762,52.66,87,75,7.0
665,canico,PT,32.6333,-16.85,73.71,70,20,5.75
666,tessalit,ML,20.1986,1.0114,81.88,14,97,11.05
667,xichang,CN,27.8964,102.2634,58.57,91,74,1.21
668,morehead,US,37.2711,-87.1764,77.86,43,0,11.5
669,nizhniy baskunchak,RU,48.2198,46.8311,44.37,55,14,8.88
670,prince rupert,CA,54.3161,-130.3201,46.09,81,100,43.73
671,moroni,KM,-11.7022,43.2551,75.94,79,25,1.05
672,hovd,MN,48.0056,91.6419,44.47,34,79,10.38
673,hamadan,IR,34.7992,48.5146,61.68,29,20,6.91
674,kushmurun,KZ,52.4503,64.6311,22.39,89,6,6.69
675,whitehorse,CA,60.7161,-135.0538,32.77,94,100,2.3
676,barra do corda,BR,-5.5,-45.25,98.69,31,95,4.05
677,edson,CA,53.5835,-116.4356,33.94,100,100,2.3
678,amahai,ID,-3.3333,128.9167,78.76,85,100,1.7
679,beira,MZ,-19.8436,34.8389,80.69,78,40,13.8
680,singaparna,ID,-7.3515,108.111,71.37,95,100,1.28
681,canutama,BR,-6.5339,-64.3831,88.25,66,99,4.23
682,etaples,FR,50.5219,1.6332,64.4,88,0,4.61
683,garissa,KE,-0.4536,39.6401,83.37,55,57,20.92
684,sile,TR,41.1754,29.6133,61.47,64,2,4.05
685,ahuimanu,US,21.4447,-157.8378,74.86,90,31,13.27
686,lanzhou,CN,36.0564,103.7922,56.91,65,98,0.87
687,tura,IN,25.5198,90.2201,69.39,86,97,3.89
688,yeppoon,AU,-23.1333,150.7333,73.18,86,89,0.22
689,mackay,AU,-21.15,149.2,74.68,90,48,9.84
690,russell,US,32.3502,-85.1999,74.91,28,0,3.44
691,sonoita,MX,31.85,-112.8333,71.74,49,25,14.67
692,nenjiang,CN,49.1833,125.2167,28.72,56,2,3.4
693,rimbey,CA,52.6334,-114.2353,34.63,72,88,0.85
694,ambulu,ID,-8.345,113.6058,76.93,91,95,2.08
695,biak,ID,-0.9131,122.8766,77.07,77,99,2.46
