City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
0,kapaa,US,79.12,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
1,jibuti,DJ,77.68,11.5,42.5,Orchid Main Camp Goubet
2,lyubashivka,UA,55.06,47.8372,30.2598,Hotelʹ
3,saint-philippe,RE,72.99,-21.3585,55.7679,Le four à pain
4,upernavik,GL,29.17,72.7868,-56.1549,Café de Upernavik
5,punta arenas,CL,57.31,-53.15,-70.9167,Hotel Hain
6,rikitea,PF,72.14,-23.1203,-134.9692,People ThankYou
8,broome,US,65.7,42.2506,-75.833,Shanti Maurice Resort & Spa
9,souillac,MU,73.78,-20.5167,57.5167,Bungalow 63
10,hambantota,LK,79.52,6.1241,81.1185,Valle Aridane
11,los llanos de aridane,ES,71.35,28.6585,-17.9182,Villa Enata
12,atuona,PF,75.33,-9.8,-139.0333,Quinta das Giestas
13,rabo de peixe,PT,65.71,37.8,-25.5833,Observatory Guest House
14,busselton,AU,55.26,-33.65,115.3333,Bredasdorp Country Manor
15,bredasdorp,ZA,64.11,-34.5322,20.0403,The Shingles Riverside Cottages
18,new norfolk,AU,51.3,-42.7826,147.0587,Mini Central
19,la libertad,EC,71.26,-2.2333,-80.9,Pousada Porto De Canoas
20,cidreira,BR,70.36,-30.1811,-50.2056,Heritage Hotel
21,victoria,HK,78.85,22.2855,114.1577,Hospitality Carnarvon
22,sao joao da barra,BR,77.36,-21.6403,-41.0511,Hotel Nemuro Kaiyoutei
23,norman wells,CA,24.84,65.282,-126.8329,Ellie's Villa
24,carnarvon,AU,69.4,-24.8667,113.6333,Kak Doma
25,nemuro,JP,47.66,43.3236,145.575,Finch Bay Galapagos Hotel
26,mataura,NZ,50.65,-46.1927,168.8643,CHACARA BAILLY
29,severo-kurilsk,RU,37.08,50.6789,156.125,Sweet Sharons bnb
31,castro,BR,75.49,-24.7911,-50.0119,Fimaj Residence
32,jamestown,US,69.53,42.097,-79.2353,Courtyard by Marriott Danbury
33,ushuaia,AR,53.26,-54.8,-68.3,Keleti Beach Resort
34,bonavista,CA,57.13,48.6499,-53.1147,"Radisson Blu Hotel Waterfront, Cape Town"
35,albany,US,62.28,42.6001,-73.9662,Swiss-Belhotel Balikpapan
37,talas,TR,45.27,38.6908,35.5538,Hotel Morón
38,bethel,US,62.55,41.3712,-73.414,Scenic Hotel Southern Cross
39,vaini,TO,71.76,-21.2,-175.2,Glamping & Camping
41,cape town,ZA,70.21,-33.9258,18.4232,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
43,balikpapan,ID,79.79,-1.2675,116.8289,Seagulls Inn Namatani
44,khatanga,RU,11.97,71.9667,102.5,Apartment Av. Castelao
