City_ID,City,Lat,Lon,Max_Temp,Humidity,Wind,Clouds,Date
327,airai,-8.9266,125.4092,62.65,91,0.81,66,2022-10-21 12:45:47
328,clyde river,70.4692,-68.5914,28.63,86,13.8,100,2022-10-21 12:45:47
329,simao,22.7886,100.9748,64.58,83,2.33,96,2022-10-21 12:45:48
330,biltine,14.5333,20.9167,91.22,20,2.53,98,2022-10-21 12:45:48
331,kolaras,25.2333,77.6,70.29,49,3.2,0,2022-10-21 12:45:48
332,sakakah,29.9697,40.2064,85.57,22,15.88,45,2022-10-21 12:45:49
333,arman,59.7,150.1667,12.02,64,10.11,82,2022-10-21 12:45:49
334,esil,51.9556,66.4042,51.8,43,7.85,100,2022-10-21 12:45:49
335,baker city,44.7749,-117.8344,53.58,61,5.75,0,2022-10-21 12:45:50
336,ihosy,-22.4,46.1167,68.05,71,11.16,63,2022-10-21 12:45:50
337,surt,31.2089,16.5887,73.26,65,11.97,5,2022-10-21 12:45:50
338,san quintin,30.4833,-115.95,71.06,68,3.71,34,2022-10-21 12:45:51
339,kaitangata,-46.2817,169.8464,35.82,90,5.41,6,2022-10-21 12:45:51
340,beloha,-25.1667,45.05,74.71,67,4.34,9,2022-10-21 12:45:51
341,koshurnikovo,54.1667,93.3,34.52,99,2.28,100,2022-10-21 12:45:52
342,kikwit,-5.041,18.8162,75.07,82,1.3,99,2022-10-21 12:45:52
343,byron bay,-28.65,153.6167,65.71,87,12.88,100,2022-10-21 12:43:52
344,sisimiut,66.9395,-53.6735,38.79,90,18.54,100,2022-10-21 12:45:52
345,ambilobe,-13.2,49.05,72.77,73,2.71,47,2022-10-21 12:45:53
346,honiara,-9.4333,159.95,78.06,87,0.94,71,2022-10-21 12:45:53
347,lagoa,39.05,-27.9833,65.79,75,27.96,99,2022-10-21 12:45:53
348,rocha,-34.4833,-54.3333,67.66,72,11.25,100,2022-10-21 12:45:54
349,thompson,55.7435,-97.8558,39.36,65,12.66,75,2022-10-21 12:45:54
350,north bend,43.4065,-124.2243,57.92,98,4.61,100,2022-10-21 12:45:21
351,jodar,37.8406,-3.3526,68.45,83,6.08,98,2022-10-21 12:45:54
352,dubai,25.2582,55.3047,87.73,66,8.05,0,2022-10-21 12:41:20
353,hualmay,-11.0964,-77.6139,66.49,67,9.69,71,2022-10-21 12:45:55
354,wrexham,53.0,-3.0,60.39,87,10.36,40,2022-10-21 12:45:55
355,cherskiy,68.75,161.3,4.24,95,7.61,100,2022-10-21 12:45:56
356,port augusta,-32.5,137.7667,61.36,88,6.04,16,2022-10-21 12:45:56
357,nome,64.5011,-165.4064,35.67,87,8.05,75,2022-10-21 12:45:56
358,turayf,31.6725,38.6637,71.85,53,11.5,75,2022-10-21 12:45:56
359,minab,27.1467,57.0801,82.72,61,0.0,0,2022-10-21 12:45:57
360,san carlos de bariloche,-41.1456,-71.3082,51.55,24,4.61,20,2022-10-21 12:45:07
361,beyneu,45.3167,55.2,55.53,63,22.95,81,2022-10-21 12:45:57
362,tautira,-17.7333,-149.15,76.95,81,16.64,43,2022-10-21 12:45:58
363,ballina,-28.8667,153.5667,65.79,99,12.88,100,2022-10-21 12:45:59
364,nalut,30.3333,10.85,72.66,31,7.18,0,2022-10-21 12:46:00
365,lasa,46.6166,10.7002,52.36,98,3.8,100,2022-10-21 12:45:30
366,dakar,14.6937,-17.4441,88.68,70,6.91,0,2022-10-21 12:41:46
367,umm lajj,25.0213,37.2685,81.63,67,6.53,0,2022-10-21 12:46:00
368,orlik,52.5178,99.825,25.92,90,3.36,94,2022-10-21 12:46:01
369,humaita,-7.5061,-63.0208,100.18,34,0.07,98,2022-10-21 12:46:01
370,maceio,-9.6658,-35.7353,85.44,51,14.97,75,2022-10-21 12:45:52
371,naze,28.3667,129.4833,76.12,85,15.32,98,2022-10-21 12:46:01
372,yara,20.2753,-76.9533,85.82,67,3.04,81,2022-10-21 12:46:02
373,swan hill,-35.3378,143.5544,61.29,91,3.94,80,2022-10-21 12:46:02
374,ilulissat,69.2167,-51.1,32.02,93,3.44,100,2022-10-21 12:46:02
375,rutul,41.5357,47.4239,43.84,98,3.94,100,2022-10-21 12:46:03
376,dongsheng,39.8161,109.9776,42.53,30,7.14,0,2022-10-21 12:46:03
377,oistins,13.0667,-59.5333,87.89,70,16.11,40,2022-10-21 12:46:04
378,yichang,30.7144,111.2847,64.94,45,3.2,11,2022-10-21 12:46:04
379,woodward,36.4337,-99.3904,74.97,29,13.8,0,2022-10-21 12:46:04
380,oriximina,-1.7656,-55.8661,97.45,37,4.09,99,2022-10-21 12:46:05
381,kendari,-3.945,122.4989,77.79,87,1.16,43,2022-10-21 12:46:05
382,yar-sale,66.8333,70.8333,29.44,95,10.78,86,2022-10-21 12:46:05
383,klyuchi,52.2667,79.1667,50.92,48,10.83,100,2022-10-21 12:46:06
384,pentecoste,-3.7928,-39.2703,99.27,25,8.75,65,2022-10-21 12:46:06
385,binga,-17.6203,27.3414,80.94,41,1.61,52,2022-10-21 12:46:06
386,ponta delgada,37.7333,-25.6667,68.72,60,21.85,40,2022-10-21 12:46:08
387,chara,56.9064,118.2631,23.97,89,1.32,100,2022-10-21 12:46:09
388,chute-aux-outardes,49.1168,-68.399,46.38,71,26.46,75,2022-10-21 12:46:09
389,ixtapa,20.7,-105.2,86.23,73,1.01,85,2022-10-21 12:46:09
390,yoshida,37.6833,138.8833,53.85,67,5.93,40,2022-10-21 12:46:10
391,powell,40.1578,-83.0752,65.25,37,16.11,0,2022-10-21 12:45:02
392,kushiro,42.975,144.3747,58.32,84,17.69,74,2022-10-21 12:46:10
393,qarchi gak,37.04,66.7889,67.57,20,10.07,77,2022-10-21 12:46:10
394,vilhena,-12.7406,-60.1458,80.82,74,9.22,75,2022-10-21 12:46:11
395,comodoro rivadavia,-45.8667,-67.5,62.46,17,13.8,0,2022-10-21 12:46:11
396,chichigalpa,12.5776,-87.027,87.51,66,0.0,40,2022-10-21 12:46:12
397,bratsk,56.1325,101.6142,34.29,97,6.73,100,2022-10-21 12:41:27
398,knittelfeld,47.2167,14.8167,62.8,59,9.22,75,2022-10-21 12:46:12
399,rohtak,28.9,76.5667,76.96,35,6.33,0,2022-10-21 12:46:12
400,pervomayskoye,43.919,46.7102,53.08,62,13.27,87,2022-10-21 12:46:13
401,port hardy,50.6996,-127.4199,46.58,100,4.61,100,2022-10-21 12:46:13
402,grindavik,63.8424,-22.4338,42.75,81,12.66,0,2022-10-21 12:46:13
403,tha chang,9.2642,99.1922,75.34,93,3.42,100,2022-10-21 12:46:14
404,namatanai,-3.6667,152.4333,79.0,81,2.37,76,2022-10-21 12:46:14
405,rorvik,64.8621,11.2373,44.58,87,4.61,0,2022-10-21 12:46:14
406,sept-iles,50.2001,-66.3821,48.72,75,14.97,40,2022-10-21 12:46:15
407,lichinga,-13.3128,35.2406,75.29,41,13.0,40,2022-10-21 12:46:15
408,san patricio,28.017,-97.5169,80.49,43,11.63,0,2022-10-21 12:46:15
409,san policarpo,12.1791,125.5072,81.91,80,6.91,96,2022-10-21 12:46:16
410,marsh harbour,26.5412,-77.0636,77.95,76,8.19,48,2022-10-21 12:46:16
411,bontang,0.1333,117.5,79.66,83,2.3,100,2022-10-21 12:46:17
412,sitka,57.0531,-135.33,44.49,81,3.44,75,2022-10-21 12:46:17
413,kinablangan,7.6947,126.5503,78.78,85,4.0,98,2022-10-21 12:46:17
414,pointe michel,15.25,-61.3833,92.34,55,2.3,20,2022-10-21 12:46:18
415,katobu,-4.9408,122.5276,76.87,90,3.18,93,2022-10-21 12:46:18
416,port macquarie,-31.4333,152.9167,65.89,88,14.65,99,2022-10-21 12:46:18
417,georgetown,5.4112,100.3354,80.53,96,6.91,40,2022-10-21 12:45:22
418,linxia,35.6003,103.2064,50.54,52,2.73,100,2022-10-21 12:46:19
419,gashua,12.871,11.0482,90.63,16,7.2,72,2022-10-21 12:46:19
420,lincoln,40.8,-96.667,75.15,66,3.44,0,2022-10-21 12:41:21
421,bilma,18.6853,12.9164,82.81,15,8.59,1,2022-10-21 12:45:51
422,uray,60.1247,64.7758,29.98,70,10.33,32,2022-10-21 12:46:20
423,trogir,43.5125,16.2517,68.05,52,2.3,0,2022-10-21 12:46:20
424,ceccano,41.5677,13.3333,68.09,68,4.61,0,2022-10-21 12:46:20
425,kloulklubed,7.0419,134.2556,75.7,80,12.77,98,2022-10-21 12:46:21
426,chipinge,-20.1883,32.6236,72.05,51,12.28,41,2022-10-21 12:46:21
427,hasaki,35.7333,140.8333,63.0,68,16.69,78,2022-10-21 12:46:21
428,palmer,42.1584,-72.3287,62.51,36,1.01,0,2022-10-21 12:46:22
429,sahuaripa,29.05,-109.2333,82.72,37,1.01,4,2022-10-21 12:46:22
430,watsa,3.0372,29.5355,66.54,97,1.45,100,2022-10-21 12:46:22
431,mana,5.6592,-53.7767,84.97,70,9.35,48,2022-10-21 12:46:23
432,bibiani,6.4635,-2.3194,80.02,77,3.87,100,2022-10-21 12:46:23
433,beaver dam,43.4578,-88.8373,67.21,41,16.11,0,2022-10-21 12:43:51
434,bayeux,-7.125,-34.9322,84.83,58,12.66,75,2022-10-21 12:46:24
435,mumbwa,-14.9783,27.0619,79.45,32,8.1,81,2022-10-21 12:46:24
436,njinikom,6.2333,10.2833,64.09,92,1.81,100,2022-10-21 12:46:24
437,sokolo,14.7328,-6.1219,98.26,13,8.03,59,2022-10-21 12:46:25
438,azanka,58.0401,64.7893,33.4,77,6.67,87,2022-10-21 12:46:25
439,tongzi,28.7829,105.0877,72.07,49,0.36,57,2022-10-21 12:46:25
440,halapitan,7.9175,125.33,70.95,97,1.83,100,2022-10-21 12:46:26
441,kudahuvadhoo,2.6708,72.8944,81.95,72,13.13,79,2022-10-21 12:46:26
442,sioux lookout,50.1001,-91.917,50.07,76,11.5,75,2022-10-21 12:46:26
443,houma,29.5958,-90.7195,78.03,62,6.91,0,2022-10-21 12:46:27
444,klaksvik,62.2266,-6.589,45.52,74,17.31,100,2022-10-21 12:45:28
445,birjand,32.8663,59.2211,63.07,13,0.0,0,2022-10-21 12:46:27
446,ariquemes,-9.9133,-63.0408,93.29,43,5.32,90,2022-10-21 12:46:28
447,wakefield,53.6809,-1.499,59.77,94,8.41,97,2022-10-21 12:41:48
448,sakata,38.9167,139.855,59.34,75,8.34,57,2022-10-21 12:46:28
449,marienburg,54.0359,19.0266,47.84,62,6.26,100,2022-10-21 12:46:28
450,igarka,67.4667,86.5833,33.93,98,18.7,100,2022-10-21 12:46:29
451,kozhevnikovo,56.2589,83.9714,41.25,94,8.25,100,2022-10-21 12:46:29
452,quatre cocos,-20.2078,57.7625,73.51,82,11.05,20,2022-10-21 12:46:32
453,mackay,-21.15,149.2,64.69,86,5.61,85,2022-10-21 12:45:24
454,sabalgarh,26.25,77.4,75.24,46,6.15,0,2022-10-21 12:46:33
455,belmonte,-15.8631,-38.8828,80.56,64,9.86,93,2022-10-21 12:46:33
456,mayor pablo lagerenza,-19.9309,-60.7718,88.36,30,5.73,76,2022-10-21 12:46:35
457,xiashi,30.5363,120.6864,66.22,92,2.13,24,2022-10-21 12:46:35
458,pinega,64.7001,43.3936,32.0,78,10.25,33,2022-10-21 12:46:35
459,amapa,1.0,-52.0,97.32,32,5.08,96,2022-10-21 12:46:36
460,salalah,17.0151,54.0924,80.69,69,3.44,20,2022-10-21 12:46:37
461,salta,-24.7859,-65.4117,81.57,35,9.22,20,2022-10-21 12:46:37
462,bonthe,7.5264,-12.505,81.34,76,5.86,58,2022-10-21 12:46:38
463,zalantun,48.0,122.7167,32.95,90,4.59,99,2022-10-21 12:46:38
464,tura,25.5198,90.2201,68.54,81,4.74,0,2022-10-21 12:46:38
465,mount darwin,-16.7725,31.5838,74.68,42,6.42,25,2022-10-21 12:46:39
466,araouane,18.9048,-3.5265,94.51,12,5.93,98,2022-10-21 12:46:39
467,chapais,49.7834,-74.8492,42.58,67,15.03,99,2022-10-21 12:46:39
468,blenheim,-41.516,173.9528,44.53,87,3.96,14,2022-10-21 12:46:40
469,sabancuy,18.9667,-91.1833,78.94,63,6.2,87,2022-10-21 12:46:40
470,jaguey grande,22.5269,-81.1286,78.87,62,8.08,69,2022-10-21 12:46:40
471,shingu,33.7333,135.9833,62.13,80,6.31,94,2022-10-21 12:46:41
472,basoko,1.2391,23.616,72.63,94,1.54,96,2022-10-21 12:46:41
473,kluang,2.0251,103.3328,75.29,91,1.77,67,2022-10-21 12:46:41
474,karratha,-20.7377,116.8463,75.34,68,15.14,1,2022-10-21 12:46:42
475,pierre,44.3683,-100.351,56.32,50,6.91,0,2022-10-21 12:46:42
476,marawi,7.9986,124.2928,69.73,94,2.04,100,2022-10-21 12:46:42
477,ilukste,55.9775,26.2966,43.57,79,3.98,100,2022-10-21 12:42:40
478,waverly,42.7392,-84.6208,63.14,48,16.11,0,2022-10-21 12:46:43
479,lekoni,-1.5843,14.2591,75.74,82,3.18,92,2022-10-21 12:46:43
480,pevek,69.7008,170.3133,23.56,95,1.92,100,2022-10-21 12:46:43
481,pinahan,15.6266,121.0621,74.82,92,2.91,99,2022-10-21 12:46:44
482,magalia,39.8121,-121.5783,76.12,26,1.99,9,2022-10-21 12:46:44
483,havre-saint-pierre,50.2334,-63.5986,48.56,66,13.8,75,2022-10-21 12:44:06
484,bereznehuvate,47.3078,32.8499,45.5,47,2.28,3,2022-10-21 12:46:45
485,lagos,6.5833,3.75,86.32,82,5.26,63,2022-10-21 12:44:25
486,chiknayakanhalli,13.4172,76.6228,69.42,88,5.66,90,2022-10-21 12:46:45
487,pabrade,55.0,25.7833,43.25,79,4.81,100,2022-10-21 12:46:45
488,tupelo,34.2576,-88.7034,67.82,55,8.05,0,2022-10-21 12:43:34
489,seoul,37.5683,126.9778,51.24,97,2.3,75,2022-10-21 12:44:14
490,utiel,39.5667,-1.2,57.74,76,8.37,100,2022-10-21 12:46:46
491,taonan,45.3333,122.7833,40.08,79,5.08,49,2022-10-21 12:46:46
492,metro,-5.1131,105.3067,75.47,91,0.25,98,2022-10-21 12:46:47
493,lorengau,-2.0226,147.2712,80.74,77,5.03,36,2022-10-21 12:46:47
494,monrovia,6.3005,-10.7969,80.65,76,7.25,82,2022-10-21 12:46:47
495,ulety,51.3572,112.4849,27.21,69,2.98,89,2022-10-21 12:46:48
496,kalmunai,7.4167,81.8167,76.19,91,7.78,100,2022-10-21 12:46:48
497,vanimo,-2.6741,141.3028,77.92,87,4.76,100,2022-10-21 12:46:48
498,cherepovets,59.1333,37.9,28.22,100,0.0,0,2022-10-21 12:44:11
499,atar,20.5169,-13.0499,100.09,11,12.48,1,2022-10-21 12:46:49
500,pauini,-7.7136,-66.9764,90.82,51,3.09,91,2022-10-21 12:46:49
501,kautokeino,69.0125,23.0412,32.52,91,17.52,100,2022-10-21 12:46:50
502,husavik,66.0449,-17.3389,31.39,80,5.21,68,2022-10-21 12:46:50
503,north myrtle beach,33.816,-78.68,70.09,46,5.75,0,2022-10-21 12:45:02
504,barra do garcas,-15.89,-52.2567,79.38,78,11.5,100,2022-10-21 12:46:50
505,jalu,29.0331,21.5482,75.7,39,8.9,61,2022-10-21 12:46:51
506,portland,45.5234,-122.6762,54.36,81,5.75,100,2022-10-21 12:46:51
507,kijang,35.2442,129.2139,62.33,52,5.37,100,2022-10-21 12:46:52
508,ust-kuyga,70.0167,135.6,-8.48,100,5.57,99,2022-10-21 12:46:52
509,el cope,8.6167,-80.6,77.07,75,2.01,51,2022-10-21 12:46:52
510,gamba,-2.65,10.0,77.61,83,8.63,66,2022-10-21 12:46:53
511,abyek,36.0667,50.55,67.6,26,7.83,19,2022-10-21 12:46:54
512,asyut,27.181,31.1837,78.98,32,11.68,0,2022-10-21 12:45:12
513,san cristobal,7.7669,-72.225,77.18,59,1.03,57,2022-10-21 12:46:28
514,oyama,36.3,139.8,65.59,63,2.19,95,2022-10-21 12:46:54
515,pinotepa nacional,16.3167,-98.0167,85.01,56,3.0,42,2022-10-21 12:46:55
516,mosquera,4.7059,-74.2302,66.29,59,5.75,40,2022-10-21 12:43:36
517,beringovskiy,63.05,179.3167,32.16,96,1.88,99,2022-10-21 12:46:55
518,diu,20.7141,70.9822,82.17,55,10.92,0,2022-10-21 12:46:56
519,tuensang,26.2833,94.8333,63.61,83,3.42,0,2022-10-21 12:46:56
520,avera,33.194,-82.5271,65.55,27,1.59,0,2022-10-21 12:46:56
521,cap malheureux,-19.9842,57.6142,73.47,75,5.99,10,2022-10-21 12:46:57
522,chitungwiza,-18.0127,31.0756,72.45,44,12.26,75,2022-10-21 12:46:57
523,taywarah,33.35,64.4167,41.86,17,2.8,87,2022-10-21 12:46:57
524,marystown,47.1666,-55.1483,56.1,64,10.92,94,2022-10-21 12:46:58
525,mirante do paranapanema,-22.2919,-51.9064,80.1,62,11.86,89,2022-10-21 12:46:58
526,kotido,2.9806,34.1331,81.05,37,16.49,97,2022-10-21 12:46:58
527,adelanto,34.5828,-117.4092,77.2,32,2.77,0,2022-10-21 12:46:59
528,wajid,3.8093,43.2471,80.33,57,16.22,97,2022-10-21 12:46:59
529,fukuma,33.7667,130.4667,68.0,57,3.24,100,2022-10-21 12:46:59
530,labrea,-7.2586,-64.7981,94.53,42,4.92,96,2022-10-21 12:47:00
531,cockburn town,21.4612,-71.1419,83.35,74,14.38,75,2022-10-21 12:44:12
532,bousso,10.4795,16.7117,82.62,61,7.61,54,2022-10-21 12:47:00
533,gboko,7.3179,8.9951,80.44,70,1.57,94,2022-10-21 12:47:00
534,sibolga,1.7427,98.7792,75.81,90,2.89,100,2022-10-21 12:47:01
535,puri,19.8,85.85,75.72,69,8.72,14,2022-10-21 12:47:01
536,kurim,49.2985,16.5314,51.28,70,5.99,100,2022-10-21 12:47:01
537,cabra,37.4725,-4.4421,65.77,85,4.18,100,2022-10-21 12:47:02
538,khandyga,62.6667,135.6,-2.72,100,2.75,98,2022-10-21 12:47:02
539,skelleftea,64.7507,20.9528,42.01,100,3.44,75,2022-10-21 12:47:02
540,sandy bay,-42.913,147.3532,62.49,93,3.44,75,2022-10-21 12:47:03
541,freistadt,48.511,14.5045,56.5,80,1.57,100,2022-10-21 12:47:03
542,karakol,42.4907,78.3936,44.04,45,4.9,5,2022-10-21 12:47:03
543,saint-michel-des-saints,46.6834,-73.9159,46.94,59,13.24,25,2022-10-21 12:47:04
544,calbuco,-41.768,-73.1273,54.61,63,11.07,5,2022-10-21 12:47:04
545,gouyave,12.1646,-61.7296,88.57,70,12.66,40,2022-10-21 12:47:05
546,dukstas,55.5333,26.3333,42.78,77,4.29,100,2022-10-21 12:47:05
547,parauna,-16.9478,-50.4486,83.16,49,12.19,99,2022-10-21 12:47:05
548,prainha,-1.8,-53.48,95.07,40,5.59,49,2022-10-21 12:47:06
549,santa cruz del norte,23.1539,-81.9236,75.13,68,11.36,72,2022-10-21 12:47:06
550,perbaungan,3.5679,98.956,75.31,91,4.83,100,2022-10-21 12:47:06
551,schladming,47.3929,13.687,59.54,100,3.18,100,2022-10-21 12:47:07
552,soyo,-6.1349,12.3689,77.47,82,9.06,100,2022-10-21 12:47:07
553,kidal,18.4411,1.4078,89.8,11,9.75,92,2022-10-21 12:47:07
554,mingshui,36.7167,117.5,59.81,55,6.85,54,2022-10-21 12:47:08
555,marsala,37.7966,12.4352,73.35,78,10.36,0,2022-10-21 12:47:08
556,makakilo city,21.3469,-158.0858,77.32,82,6.91,40,2022-10-21 12:47:08
557,akyab,20.15,92.9,80.22,79,5.59,68,2022-10-21 12:47:09
558,calera,33.1029,-86.7536,70.65,39,4.61,0,2022-10-21 12:47:09
559,chajul,15.4853,-91.0342,64.44,97,1.63,100,2022-10-21 12:47:09
560,vanavara,60.34,102.2797,28.65,82,3.0,96,2022-10-21 12:47:10
561,lolotique,13.55,-88.35,78.8,59,1.43,61,2022-10-21 12:47:10
562,shymkent,42.3,69.6,57.43,21,5.35,15,2022-10-21 12:47:10
563,pyapon,16.2833,95.6833,76.91,84,5.03,82,2022-10-21 12:47:11
564,kenmare,51.8833,-9.5833,59.23,93,12.21,100,2022-10-21 12:47:11
565,lixourion,38.2019,20.4314,69.8,68,6.91,0,2022-10-21 12:47:11
566,bowen,-20.0167,148.2333,71.35,85,3.89,4,2022-10-21 12:47:12
567,nishihara,26.1842,127.7558,78.46,94,11.5,75,2022-10-21 12:47:12
568,taree,-31.9,152.4667,66.97,97,5.73,95,2022-10-21 12:47:12
569,bindura,-17.3019,31.3306,76.15,38,8.86,59,2022-10-21 12:47:13
570,sobolevo,54.4299,31.8996,42.66,79,4.94,100,2022-10-21 12:47:13
571,mponela,-13.5319,33.7401,77.09,40,4.9,21,2022-10-21 12:47:13
572,dunedin,-45.8742,170.5036,41.81,76,1.01,5,2022-10-21 12:47:14
573,yerbogachen,61.2767,108.0108,28.38,91,3.53,92,2022-10-21 12:47:14
574,lerwick,60.1545,-1.1494,51.8,95,26.84,100,2022-10-21 12:47:14
575,ulaanbaatar,47.9077,106.8832,24.93,80,2.24,0,2022-10-21 12:47:15
576,tabas,33.5959,56.9244,76.8,16,3.04,2,2022-10-21 12:47:15
577,ulladulla,-35.35,150.4667,61.7,98,6.08,99,2022-10-21 12:47:15
578,grand gaube,-20.0064,57.6608,73.8,75,5.99,6,2022-10-21 12:47:16
579,baiyin,36.5583,104.2081,48.42,37,1.72,72,2022-10-21 12:47:16
580,san antonio,29.4241,-98.4936,80.11,56,11.5,0,2022-10-21 12:43:14
581,smithers,54.7804,-127.1743,32.32,93,3.44,75,2022-10-21 12:44:48
582,lalsk,60.7415,47.5862,30.47,83,8.9,14,2022-10-21 12:47:16
583,johi,26.6921,67.6133,83.68,32,6.62,0,2022-10-21 12:47:17
584,talaya,61.3833,152.75,-4.92,100,1.23,99,2022-10-21 12:47:17
585,atasu,48.6814,71.6433,49.53,35,11.59,48,2022-10-21 12:47:17
586,thinadhoo,0.5333,72.9333,80.78,79,10.56,94,2022-10-21 12:47:18
587,vao,-22.6667,167.4833,71.28,62,20.83,96,2022-10-21 12:47:18
588,khor,47.8861,134.9464,41.22,95,3.87,100,2022-10-21 12:47:18
589,springdale,36.1867,-94.1288,76.73,40,10.36,0,2022-10-21 12:47:19
590,pangody,65.85,74.4859,30.09,95,13.11,98,2022-10-21 12:47:19
591,gao,16.6362,1.637,93.38,11,8.81,8,2022-10-21 12:47:19
592,cabras,39.93,8.5314,73.87,59,9.71,98,2022-10-21 12:47:20
593,na klang,17.3072,102.1889,72.79,87,3.96,12,2022-10-21 12:47:20
594,fuyu,45.1833,124.8167,40.39,77,5.88,32,2022-10-21 12:47:20
595,daitari,21.1,85.75,68.0,67,4.14,0,2022-10-21 12:47:21
596,olot,42.181,2.4901,74.26,59,1.99,32,2022-10-21 12:47:21
597,kirkwood,38.5834,-90.4068,74.53,38,11.5,20,2022-10-21 12:47:21
598,preobrazheniye,42.9019,133.9064,52.11,79,7.67,3,2022-10-21 12:47:22
599,laguna,38.421,-121.4238,80.08,67,3.44,0,2022-10-21 12:47:22
600,bathsheba,13.2167,-59.5167,88.41,70,16.11,40,2022-10-21 12:45:47
601,bekwai,6.4534,-1.5774,78.49,81,2.91,79,2022-10-21 12:47:22
602,hailar,49.2,119.7,29.03,83,4.72,53,2022-10-21 12:47:23
603,khasan,42.4308,130.6434,57.6,68,9.8,26,2022-10-21 12:47:23
604,belyy yar,53.6039,91.3903,44.49,76,8.95,97,2022-10-21 12:47:23
605,muli,2.9167,73.5667,81.79,74,14.05,80,2022-10-21 12:47:24
606,letlhakane,-21.4167,25.5833,80.92,21,2.73,5,2022-10-21 12:47:24
607,christchurch,-43.5333,172.6333,35.91,85,2.3,4,2022-10-21 12:45:03
608,juba,4.8517,31.5825,76.57,77,4.45,89,2022-10-21 12:47:25
609,egvekinot,66.3167,-179.1667,25.32,93,5.93,100,2022-10-21 12:47:25
610,ust-nera,64.5667,143.2,-0.69,91,1.74,100,2022-10-21 12:47:25
611,ishigaki,24.3448,124.1572,80.73,94,8.05,75,2022-10-21 12:47:26
612,zuwarah,32.9312,12.082,73.9,59,11.79,0,2022-10-21 12:47:26
613,rincon,32.296,-81.2354,68.92,30,5.75,20,2022-10-21 12:47:27
614,mahibadhoo,3.7833,72.9667,82.13,76,14.43,99,2022-10-21 12:47:27
615,tiarei,-17.5333,-149.3333,77.32,80,17.22,26,2022-10-21 12:47:27
616,qandala,11.472,49.8728,81.91,68,7.09,9,2022-10-21 12:47:28
617,angoche,-16.2325,39.9086,77.14,79,14.18,1,2022-10-21 12:47:28
618,havoysund,70.9963,24.6622,35.83,93,10.74,100,2022-10-21 12:47:28
619,qaqortoq,60.7167,-46.0333,36.3,96,9.86,100,2022-10-21 12:46:51
620,waipawa,-41.4122,175.5153,36.32,83,3.09,4,2022-10-21 12:47:29
621,kimbe,-5.5502,150.1429,75.34,93,2.93,96,2022-10-21 12:47:29
622,axim,4.8699,-2.2405,80.49,76,9.28,91,2022-10-21 12:47:29
623,sfantu gheorghe,45.8667,25.7833,47.93,52,3.62,5,2022-10-21 12:47:31
624,hambantota,6.1241,81.1185,79.45,76,5.48,100,2022-10-21 12:47:31
625,bridgetown,13.1,-59.6167,88.29,70,16.11,40,2022-10-21 12:42:38
626,kieta,-6.2167,155.6333,77.88,80,3.04,100,2022-10-21 12:47:32
627,karatuzskoye,53.6072,92.8667,39.69,94,4.25,98,2022-10-21 12:47:32
628,izhma,65.0083,53.9113,34.68,97,12.39,100,2022-10-21 12:47:32
629,kippen,56.1268,-4.1709,56.66,89,5.5,99,2022-10-21 12:47:33
630,kamenka,51.3223,42.7678,38.17,70,8.3,27,2022-10-21 12:47:33
631,kashary,49.04,41.0056,39.34,71,7.99,41,2022-10-21 12:47:33
632,madera,37.1666,-119.8343,83.25,18,2.89,3,2022-10-21 12:46:53
633,whitehorse,60.7161,-135.0538,36.37,91,3.44,100,2022-10-21 12:45:28
634,parad,47.9232,20.0297,49.39,44,4.14,100,2022-10-21 12:47:34
635,llano de piedra,7.6667,-80.5667,83.89,99,2.53,86,2022-10-21 12:47:34
636,otrado-kubanskoye,45.2442,40.8408,50.22,56,7.14,98,2022-10-21 12:47:35
637,lokoja,7.8024,6.743,81.1,79,3.83,64,2022-10-21 12:47:35
638,colac,-38.3333,143.5833,60.84,98,2.91,100,2022-10-21 12:47:35
639,goundam,16.4145,-3.6708,97.27,11,13.82,95,2022-10-21 12:47:36
640,sorong,-0.8833,131.25,80.73,81,7.4,90,2022-10-21 12:47:36
641,bitung,1.4451,125.1824,80.76,79,1.39,66,2022-10-21 12:47:37
642,ongwediva,-17.7833,15.7667,89.92,21,7.02,55,2022-10-21 12:47:37
643,moses lake,47.1301,-119.2781,52.48,71,13.8,100,2022-10-21 12:47:37
644,ambulu,-8.345,113.6058,76.35,92,2.15,99,2022-10-21 12:47:38
645,cessnock,-32.8333,151.35,65.08,99,0.87,93,2022-10-21 12:47:38
646,sola,-13.8833,167.55,80.51,78,18.72,97,2022-10-21 12:47:17
647,coquimbo,-29.9533,-71.3436,58.73,77,10.36,75,2022-10-21 12:47:38
648,manali,13.1667,80.2667,84.29,81,8.08,19,2022-10-21 12:43:49
649,maningrida,-12.0667,134.2667,82.69,78,8.88,82,2022-10-21 12:47:39
650,salto del guaira,-24.0625,-54.3069,77.52,56,7.23,38,2022-10-21 12:47:39
651,komsomolskiy,40.4272,71.7189,50.72,81,6.91,14,2022-10-21 12:47:40
652,soledad,10.9184,-74.7646,89.73,62,8.05,40,2022-10-21 12:47:40
653,show low,34.2542,-110.0298,64.69,42,9.22,0,2022-10-21 12:47:40
654,nakamura,32.9833,132.9333,60.71,84,3.04,94,2022-10-21 12:47:41
655,pochinki,54.6988,44.8668,37.53,71,6.87,100,2022-10-21 12:47:41
656,sao miguel do araguaia,-13.275,-50.1628,97.81,27,7.2,99,2022-10-21 12:47:41
